YEAR,MONTH,DAY,PRECIPITATION,MAX TEMP,MIN TEMP,MEAN TEMP,YES/NO,FLORIDA CITY
1973,1,16,0.0,69.0,46.0,57.5,NO,Winter Park
1973,1,17,0.0,78.0,50.0,64.0,NO,Freeport
1973,1,18,0.0,81.0,54.0,67.5,NO,Ocala
1973,1,19,0.0,81.0,55.0,68.0,NO,Dunnellon
1973,1,20,0.0,73.0,45.0,59.0,NO,Orange City
1973,1,21,0.0,79.0,45.0,62.0,NO,Okeechobee
1973,1,22,0.15,75.0,64.0,69.5,NO,Longboat Key
1973,1,23,1.49,72.0,53.0,62.5,NO,West Palm Beach
1973,1,24,0.15,69.0,55.0,62.0,NO,Westville
1973,1,25,0.0,70.0,50.0,60.0,NO,Tamarac
1973,1,26,0.0,77.0,53.0,65.0,NO,Havana
1973,1,27,0.0,78.0,65.0,71.5,NO,Fort Walton Beach
1973,1,28,0.6,78.0,65.0,71.5,NO,Panama City Beach
1973,1,29,0.0,68.0,45.0,56.5,NO,Cocoa
1973,1,30,0.0,57.0,31.0,44.0,NO,Glen Ridge
1973,1,31,0.0,75.0,37.0,56.0,NO,Archer
1973,2,1,0.0,77.0,59.0,68.0,NO,San Antonio
1973,2,2,0.11,86.0,68.0,77.0,NO,North Miami Beach
1973,2,3,0.75,78.0,51.0,64.5,NO,Golf
1973,2,4,0.0,65.0,40.0,52.5,NO,Daytona Beach Shores
1973,2,5,0.0,75.0,40.0,57.5,NO,Maitland
1973,2,6,0.0,76.0,41.0,58.5,NO,Wausau
1973,2,7,0.0,73.0,47.0,60.0,NO,Wellington
1973,2,8,0.0,79.0,48.0,63.5,NO,Sweetwater
1973,2,9,0.0,79.0,55.0,67.0,NO,LaCrosse
1973,2,10,0.0,71.0,40.0,55.5,NO,Tarpon Springs
1973,2,11,0.0,49.0,34.0,41.5,NO,Plant City
1973,2,12,0.0,64.0,35.0,49.5,NO,Fort Meade
1973,2,13,0.0,74.0,43.0,58.5,NO,Lawtey
1973,2,14,0.0,82.0,50.0,66.0,NO,Lynn Haven
1973,2,15,0.0,77.0,63.0,70.0,NO,Lake Hamilton
1973,2,16,0.0,72.0,42.0,57.0,NO,Edgewater
1973,2,17,0.0,55.0,35.0,45.0,NO,Bushnell
1973,2,18,0.23,56.0,45.0,50.5,NO,Yankeetown
1973,2,19,0.1,65.0,51.0,58.0,NO,Bartow
1973,2,20,0.0,67.0,47.0,57.0,NO,Century
1973,2,21,0.0,64.0,40.0,52.0,NO,Biscayne Park
1973,2,22,0.0,61.0,40.0,50.5,NO,Horseshoe Beach
1973,2,23,0.0,64.0,38.0,51.0,NO,Lake Butler
1973,2,24,0.0,68.0,38.0,53.0,NO,Tampa
1973,2,25,0.0,81.0,44.0,62.5,NO,Miami
1973,2,26,0.0,80.0,57.0,68.5,NO,Bascom
1973,2,27,0.0,74.0,52.0,63.0,NO,DeBary
1973,2,28,0.0,70.0,48.0,59.0,NO,Davenport
1973,2,29,0.15,81.62,62.84,72.26,NO,Hialeah Gardens
1973,3,1,0.0,78.0,46.0,62.0,NO,Doral
1973,3,2,0.0,81.0,59.0,70.0,NO,Mascotte
1973,3,3,0.0,84.0,54.0,69.0,NO,Redington Shores
1973,3,4,0.0,85.0,55.0,70.0,NO,Titusville
1973,3,5,0.0,85.0,56.0,70.5,NO,Hillsboro Beach
1973,3,6,0.0,87.0,63.0,75.0,NO,Gulf Breeze
1973,3,7,0.0,88.0,65.0,76.5,NO,Dania Beach
1973,3,8,0.0,87.0,64.0,75.5,NO,Palm Beach
1973,3,9,0.21,82.0,66.0,74.0,NO,Oakland
1973,3,10,0.0,86.0,62.0,74.0,NO,Opa-locka
1973,3,11,0.0,85.0,67.0,76.0,NO,South Miami
1973,3,12,0.0,90.0,63.0,76.5,NO,Callaway
1973,3,13,0.0,85.0,62.0,73.5,NO,Branford
1973,3,14,0.0,89.0,64.0,76.5,NO,Wauchula
1973,3,15,0.0,84.0,64.0,74.0,NO,Williston
1973,3,16,0.0,89.0,65.0,77.0,NO,Kenneth City
1973,3,17,0.23,84.0,59.0,71.5,NO,Winter Springs
1973,3,18,0.0,73.0,40.0,56.5,NO,Lake Buena Vista
1973,3,19,0.0,75.0,45.0,60.0,NO,Gulf Stream
1973,3,20,0.0,85.0,50.0,67.5,NO,Clermont
1973,3,21,0.35,84.0,68.0,76.0,NO,Lake Park
1973,3,22,0.0,80.0,46.0,63.0,NO,Homestead
1973,3,23,0.0,80.0,46.0,63.0,NO,Jasper
1973,3,24,0.0,76.0,49.0,62.5,NO,Coral Springs
1973,3,25,0.0,79.0,63.0,71.0,NO,Neptune Beach
1973,3,26,1.1,78.0,62.0,70.0,NO,Lake Mary
1973,3,27,0.0,74.0,63.0,68.5,NO,Minneola
1973,3,28,0.0,82.0,55.0,68.5,NO,Marco Island
1973,3,29,0.21,86.0,65.0,75.5,NO,Trenton
1973,3,30,0.5,83.0,64.0,73.5,NO,Belle Isle
1973,3,31,0.0,85.0,68.0,76.5,NO,Royal Palm Beach
1973,4,1,0.18,82.0,68.0,75.0,NO,Golden Beach
1973,4,2,0.0,81.0,57.0,69.0,NO,Belleair
1973,4,3,0.3,87.0,58.0,72.5,NO,Ebro
1973,4,4,0.27,83.0,69.0,76.0,NO,Brooksville
1973,4,5,0.0,74.0,55.0,64.5,NO,Eustis
1973,4,6,0.0,77.0,54.0,65.5,NO,Pembroke Park
1973,4,7,0.0,84.0,63.0,73.5,NO,Pembroke Pines
1973,4,8,0.75,85.0,65.0,75.0,NO,Chiefland
1973,4,9,0.0,84.0,51.0,67.5,NO,Treasure Island
1973,4,10,0.0,77.0,56.0,66.5,NO,St. Pete Beach
1973,4,11,0.0,70.0,41.0,55.5,NO,Lake Wales
1973,4,12,0.0,75.0,39.0,57.0,NO,Palatka
1973,4,13,0.0,81.0,43.0,62.0,NO,McIntosh
1973,4,14,0.0,81.0,52.0,66.5,NO,Sunny Isles Beach
1973,4,15,0.0,80.0,61.0,70.5,NO,Greensboro
1973,4,16,0.0,80.0,60.0,70.0,NO,Bal Harbour
1973,4,17,0.0,83.0,55.0,69.0,NO,Chattahoochee
1973,4,18,0.0,85.0,60.0,72.5,NO,Miami Lakes
1973,4,19,0.0,83.0,62.0,72.5,NO,Cocoa Beach
1973,4,20,0.0,85.0,60.0,72.5,NO,Juno Beach
1973,4,21,0.0,86.0,64.0,75.0,NO,Plantation
1973,4,22,0.0,87.0,61.0,74.0,NO,Indian River Shores
1973,4,23,0.0,88.0,59.0,73.5,NO,Lake Alfred
1973,4,24,0.0,88.0,55.0,71.5,NO,Florida City
1973,4,25,0.0,88.0,65.0,76.5,NO,Baldwin
1973,4,26,0.15,81.0,66.0,73.5,NO,Monticello
1973,4,27,0.15,91.0,62.0,76.5,NO,Cinco Bayou
1973,4,28,0.0,81.0,53.0,67.0,NO,Melbourne Beach
1973,4,29,0.0,78.0,47.0,62.5,NO,Reddick
1973,4,30,0.0,83.0,50.0,66.5,NO,Valparaiso
1973,5,1,0.0,84.0,60.0,72.0,NO,Indian Shores
1973,5,2,0.0,86.0,63.0,74.5,NO,Ponce Inlet
1973,5,3,0.0,88.0,65.0,76.5,NO,Sarasota
1973,5,4,0.0,81.0,63.0,72.0,NO,Kissimmee
1973,5,5,0.0,80.0,55.0,67.5,NO,New Smyrna Beach
1973,5,6,0.0,85.0,53.0,69.0,NO,Sea Ranch Lakes
1973,5,7,0.0,87.0,65.0,76.0,NO,Belleair Beach
1973,5,8,0.0,88.0,67.0,77.5,NO,Lake Helen
1973,5,9,0.2,85.0,70.0,77.5,NO,Riviera Beach
1973,5,10,0.0,88.0,66.0,77.0,NO,Manalapan
1973,5,11,0.0,93.0,65.0,79.0,NO,Micanopy
1973,5,12,0.0,96.0,63.0,79.5,NO,Zolfo Springs
1973,5,13,0.0,95.0,66.0,80.5,NO,St. Petersburg
1973,5,14,0.12,89.0,66.0,77.5,NO,Melbourne
1973,5,15,0.0,90.0,65.0,77.5,NO,Niceville
1973,5,16,0.0,81.0,58.0,69.5,NO,Indialantic
1973,5,17,0.0,85.0,53.0,69.0,NO,Carrabelle
1973,5,18,0.22,86.0,56.0,71.0,NO,Hypoluxo
1973,5,19,0.0,89.0,62.0,75.5,NO,Atlantic Beach
1973,5,20,0.0,90.0,60.0,75.0,NO,Sopchoppy
1973,5,21,0.0,94.0,63.0,78.5,NO,Fernandina Beach
1973,5,22,0.0,96.0,59.0,77.5,NO,Edgewood
1973,5,23,0.0,97.0,64.0,80.5,NO,Starke
1973,5,24,0.0,97.0,64.0,80.5,NO,Bonita Springs
1973,5,25,1.51,90.0,69.0,79.5,NO,Bristol
1973,5,26,0.0,90.0,69.0,79.5,YES,Pierson
1973,5,27,0.0,97.0,68.0,82.5,NO,Shalimar
1973,5,28,0.0,98.0,71.0,84.5,NO,Deerfield Beach
1973,5,29,0.0,97.0,74.0,85.5,NO,Destin
1973,5,30,0.42,88.0,67.0,77.5,NO,Briny Breezes
1973,5,31,1.1,91.0,65.0,78.0,NO,Pensacola
1973,6,1,0.0,93.0,70.0,81.5,NO,Chipley
1973,6,2,0.0,90.0,67.0,78.5,NO,Bronson
1973,6,3,0.0,91.0,72.0,81.5,NO,Palm Bay
1973,6,4,0.0,92.0,71.0,81.5,NO,Jupiter
1973,6,5,0.0,95.0,71.0,83.0,NO,Miami Beach
1973,6,6,0.0,95.0,68.0,81.5,NO,Beverly Beach
1973,6,7,0.1,89.0,66.0,77.5,NO,Haverhill
1973,6,8,1.67,88.0,70.0,79.0,NO,Zephyrhills
1973,6,9,0.42,89.0,70.0,79.5,NO,Cottondale
1973,6,10,0.0,90.0,71.0,80.5,NO,Aventura
1973,6,11,0.0,92.0,69.0,80.5,NO,Belleair Shore
1973,6,12,0.0,91.0,70.0,80.5,NO,DeFuniak Springs
1973,6,13,0.0,96.0,72.0,84.0,NO,Gretna
1973,6,14,0.0,94.0,71.0,82.5,NO,Davie
1973,6,15,0.0,97.0,70.0,83.5,NO,Key Biscayne
1973,6,16,0.3,93.0,70.0,81.5,NO,North Port
1973,6,17,2.6,97.0,72.0,84.5,NO,Dundee
1973,6,18,0.0,94.0,68.0,81.0,NO,North Bay Village
1973,6,19,0.31,91.0,70.0,80.5,NO,Holmes Beach
1973,6,20,0.42,88.0,68.0,78.0,NO,Sneads
1973,6,21,0.0,89.0,72.0,80.5,NO,Oldsmar
1973,6,22,0.1,92.0,73.0,82.5,NO,Madison
1973,6,23,0.0,90.0,68.0,79.0,NO,Springfield
1973,6,24,0.0,88.0,71.0,79.5,NO,Cross City
1973,6,25,0.0,87.0,70.0,78.5,NO,Fort White
1973,6,26,0.0,89.0,77.0,83.0,NO,Westlake
1973,6,27,0.32,90.0,69.0,79.5,NO,Waldo
1973,6,28,0.0,94.0,76.0,85.0,NO,Tequesta
1973,6,29,0.0,96.0,70.0,83.0,NO,Graceville
1973,6,30,0.0,98.0,72.0,85.0,NO,Keystone Heights
1973,7,1,1.12,90.0,68.0,79.0,NO,Bradenton
1973,7,2,0.0,89.0,72.0,80.5,NO,Mangonia Park
1973,7,3,0.0,92.0,70.0,81.0,NO,Belleair Bluffs
1973,7,4,0.0,94.0,71.0,82.5,NO,Palm Springs
1973,7,5,0.0,95.0,64.0,79.5,NO,Safety Harbor
1973,7,6,0.0,98.0,72.0,85.0,NO,St. Augustine
1973,7,7,0.41,95.0,71.0,83.0,NO,Sunrise
1973,7,8,0.0,93.0,72.0,82.5,NO,Marathon
1973,7,9,0.6,89.0,71.0,80.0,NO,Jacksonville Beach
1973,7,10,0.0,89.0,71.0,80.0,NO,Palmetto
1973,7,11,0.0,93.0,69.0,81.0,NO,Weston
1973,7,12,0.0,92.0,73.0,82.5,NO,Naples
1973,7,13,1.49,97.0,70.0,83.5,NO,Ocean Ridge
1973,7,14,0.51,90.0,72.0,81.0,NO,Miami Shores
1973,7,15,0.0,95.0,70.0,82.5,NO,Highland Beach
1973,7,16,0.0,96.0,70.0,83.0,NO,Mary Esther
1973,7,17,0.0,96.0,72.0,84.0,NO,High Springs
1973,7,18,0.0,95.0,72.0,83.5,NO,Crystal River
1973,7,19,0.0,90.0,71.0,80.5,NO,Bunnell
1973,7,20,0.0,92.0,70.0,81.0,NO,El Portal
1973,7,21,1.0,95.0,70.0,82.5,NO,Cutler Bay
1973,7,22,0.42,90.0,71.0,80.5,NO,Madeira Beach
1973,7,23,0.43,94.0,73.0,83.5,NO,Surfside
1973,7,24,0.0,90.0,71.0,80.5,NO,Port Orange
1973,7,25,0.0,92.0,71.0,81.5,NO,Medley
1973,7,26,0.0,95.0,73.0,84.0,NO,Wildwood
1973,7,27,0.95,92.0,71.0,81.5,NO,Jupiter Island
1973,7,28,0.28,89.0,72.0,80.5,NO,Cape Coral
1973,7,29,0.0,92.0,72.0,82.0,NO,Lake Clarke Shores
1973,7,30,0.0,92.0,71.0,81.5,NO,Loxahatchee Groves
1973,7,31,1.2,92.0,71.0,81.5,NO,Lady Lake
1973,8,1,1.32,88.0,71.0,79.5,NO,Indiantown
1973,8,2,0.34,92.0,71.0,81.5,NO,North Miami
1973,8,3,0.0,92.0,70.0,81.0,NO,Jay
1973,8,4,0.0,95.0,72.0,83.5,NO,Greenville
1973,8,5,0.0,95.0,72.0,83.5,NO,Inverness
1973,8,6,0.0,91.0,72.0,81.5,NO,Altha
1973,8,7,0.0,90.0,70.0,80.0,NO,Inglis
1973,8,8,0.0,90.0,73.0,81.5,NO,Orlando
1973,8,9,0.0,90.0,68.0,79.0,NO,Polk City
1973,8,10,0.0,92.0,70.0,81.0,NO,Lazy Lake
1973,8,11,0.0,92.0,72.0,82.0,NO,Altamonte Springs
1973,8,12,0.0,95.0,67.0,81.0,NO,Delray Beach
1973,8,13,0.0,95.0,72.0,83.5,NO,West Park
1973,8,14,0.15,94.0,72.0,83.0,NO,Lauderdale Lakes
1973,8,15,0.0,97.0,72.0,84.5,NO,Live Oak
1973,8,16,0.0,94.0,69.0,81.5,NO,Wilton Manors
1973,8,17,0.87,94.0,74.0,84.0,NO,St. Cloud
1973,8,18,0.0,95.0,74.0,84.5,NO,Daytona Beach
1973,8,19,0.0,94.0,73.0,83.5,NO,Otter Creek
1973,8,20,0.24,91.0,72.0,81.5,NO,Frostproof
1973,8,21,0.0,91.0,70.0,80.5,NO,Sewall's Point
1973,8,22,0.55,88.0,65.0,76.5,NO,Caryville
1973,8,23,2.26,88.0,64.0,76.0,NO,Lighthouse Point
1973,8,24,0.0,90.0,70.0,80.0,NO,Anna Maria
1973,8,25,0.77,91.0,70.0,80.5,NO,Clewiston
1973,8,26,0.0,93.0,70.0,81.5,NO,Cooper City
1973,8,27,0.0,90.0,71.0,80.5,NO,North Palm Beach
1973,8,28,0.0,90.0,73.0,81.5,NO,Mount Dora
1973,8,29,0.0,92.0,75.0,83.5,NO,Interlachen
1973,8,30,0.25,90.0,73.0,81.5,NO,Arcadia
1973,8,31,1.15,88.0,72.0,80.0,NO,South Daytona
1973,9,1,0.2,87.0,73.0,80.0,NO,Cloud Lake
1973,9,2,0.06,84.0,74.0,79.0,NO,Alford
1973,9,3,0.76,90.0,71.0,80.5,NO,Gulfport
1973,9,4,0.0,91.0,74.0,82.5,NO,Montverde
1973,9,5,0.0,91.0,72.0,81.5,NO,Hialeah
1973,9,6,0.0,92.0,74.0,83.0,NO,Coleman
1973,9,7,0.0,94.0,73.0,83.5,NO,Palmetto Bay
1973,9,8,0.2,92.0,71.0,81.5,NO,West Melbourne
1973,9,9,0.0,91.0,70.0,80.5,NO,Bay Lake
1973,9,10,0.0,93.0,73.0,83.0,NO,Apopka
1973,9,11,0.0,90.0,75.0,82.5,NO,Malabar
1973,9,12,0.22,92.0,72.0,82.0,NO,Longwood
1973,9,13,0.83,91.0,72.0,81.5,NO,Parkland
1973,9,14,0.0,94.0,72.0,83.0,NO,Deltona
1973,9,15,0.1,92.0,74.0,83.0,NO,Winter Haven
1973,9,16,0.0,88.0,71.0,79.5,NO,Layton
1973,9,17,0.0,84.0,70.0,77.0,NO,Vero Beach
1973,9,18,0.0,90.0,69.0,79.5,NO,Newberry
1973,9,19,0.0,89.0,70.0,79.5,NO,Pompano Beach
1973,9,20,0.0,90.0,72.0,81.0,NO,Hilliard
1973,9,21,0.0,89.0,71.0,80.0,NO,Seminole
1973,9,22,0.0,90.0,72.0,81.0,NO,Dade City
1973,9,23,2.0,84.0,70.0,77.0,NO,Wewahitchka
1973,9,24,0.62,84.0,71.0,77.5,NO,Indian Harbour Beach
1973,9,25,0.0,90.0,72.0,81.0,NO,Crescent City
1973,9,26,1.32,91.0,72.0,81.5,NO,North Lauderdale
1973,9,27,0.8,88.0,72.0,80.0,NO,Bay Harbor Islands
1973,9,28,0.1,89.0,68.0,78.5,NO,Blountstown
1973,9,29,0.1,87.0,70.0,78.5,NO,Port St. Lucie
1973,9,30,0.0,91.0,70.0,80.5,NO,DeLand
1973,10,1,0.0,90.0,69.0,79.5,NO,Esto
1973,10,2,0.0,89.0,65.0,77.0,NO,Macclenny
1973,10,3,0.0,87.0,71.0,79.0,NO,Fellsmere
1973,10,4,0.0,86.0,74.0,80.0,NO,Melbourne Village
1973,10,5,0.0,86.0,70.0,78.0,NO,Laurel Hill
1973,10,6,0.0,88.0,76.0,82.0,NO,Miami Gardens
1973,10,7,0.0,88.0,73.0,80.5,NO,West Miami
1973,10,8,1.5,88.0,67.0,77.5,NO,St. Augustine Beach
1973,10,9,0.0,88.0,68.0,78.0,NO,Orchid
1973,10,10,0.42,85.0,68.0,76.5,NO,Pahokee
1973,10,11,0.15,89.0,70.0,79.5,NO,Umatilla
1973,10,12,0.17,82.0,68.0,75.0,NO,Cape Canaveral
1973,10,13,0.0,86.0,69.0,77.5,NO,Greenwood
1973,10,14,0.29,84.0,68.0,76.0,NO,Callahan
1973,10,15,0.0,81.0,68.0,74.5,NO,Green Cove Springs
1973,10,16,0.1,84.0,66.0,75.0,NO,White Springs
1973,10,17,0.0,84.0,65.0,74.5,NO,Satellite Beach
1973,10,18,2.2,78.0,69.0,73.5,NO,Lakeland
1973,10,19,0.0,79.0,74.0,76.5,NO,Lake Placid
1973,10,20,0.35,81.0,72.0,76.5,NO,Port St. Joe
1973,10,21,0.17,85.0,72.0,78.5,NO,Milton
1973,10,22,0.0,85.0,72.0,78.5,NO,Key West
1973,10,23,0.0,81.0,68.0,74.5,NO,Holly Hill
1973,10,24,0.24,78.0,63.0,70.5,NO,Groveland
1973,10,25,0.0,79.0,61.0,70.0,NO,Winter Garden
1973,10,26,0.0,80.0,68.0,74.0,NO,Ormond Beach
1973,10,27,0.0,85.0,55.0,70.0,NO,Indian Rocks Beach
1973,10,28,0.0,84.0,58.0,71.0,NO,Windermere
1973,10,29,0.0,76.0,63.0,69.5,NO,Moore Haven
1973,10,30,0.0,73.0,40.0,56.5,NO,Astatula
1973,10,31,0.0,79.0,48.0,63.5,NO,Fruitland Park
1973,11,1,0.56,74.0,61.0,67.5,NO,Fort Myers Beach
1973,11,2,0.0,84.0,57.0,70.5,NO,South Bay
1973,11,3,0.0,81.0,56.0,68.5,NO,Mexico Beach
1973,11,4,0.0,80.0,58.0,69.0,NO,North Redington Beach
1973,11,5,0.0,89.0,63.0,76.0,NO,St. Leo
1973,11,6,0.0,82.0,63.0,72.5,NO,Redington Beach
1973,11,7,0.0,84.0,58.0,71.0,NO,Port Richey
1973,11,8,0.0,83.0,59.0,71.0,NO,Quincy
1973,11,9,0.0,85.0,59.0,72.0,NO,Orange Park
1973,11,10,0.0,80.0,58.0,69.0,NO,Coral Gables
1973,11,11,0.0,72.0,61.0,66.5,NO,Miami Springs
1973,11,12,0.0,78.0,53.0,65.5,NO,Alachua
1973,11,13,0.0,78.0,53.0,65.5,NO,Oviedo
1973,11,14,0.0,80.0,53.0,66.5,NO,Clearwater
1973,11,15,0.0,83.0,55.0,69.0,NO,Indian Creek
1973,11,16,0.0,83.0,59.0,71.0,NO,Panama City
1973,11,17,0.0,82.0,63.0,72.5,NO,Jennings
1973,11,18,0.23,75.0,66.0,70.5,NO,Brooker
1973,11,19,0.0,82.0,64.0,73.0,NO,Fort Myers
1973,11,20,0.0,84.0,63.0,73.5,NO,Sanibel
1973,11,21,0.27,85.0,67.0,76.0,NO,Campbellton
1973,11,22,0.0,87.0,64.0,75.5,NO,Fanning Springs
1973,11,23,0.0,81.0,63.0,72.0,NO,Midway
1973,11,24,0.0,85.0,69.0,77.0,NO,Temple Terrace
1973,11,25,0.0,85.0,61.0,73.0,NO,Cedar Key
1973,11,26,0.0,85.0,58.0,71.5,NO,Ponce de Leon
1973,11,27,0.0,85.0,65.0,75.0,NO,Punta Gorda
1973,11,28,0.0,88.0,69.0,78.5,NO,Parker
1973,11,29,0.0,81.0,62.84,72.26,NO,Tallahassee
1973,11,30,0.0,75.0,44.0,59.5,NO,Rockledge
1973,12,1,0.0,74.0,52.0,63.0,NO,Paxton
1973,12,2,0.0,79.0,46.0,62.5,NO,Hawthorne
1973,12,3,0.0,80.0,56.0,68.0,NO,Greenacres
1973,12,4,0.0,77.0,56.0,66.5,NO,Palm Beach Gardens
1973,12,5,0.0,82.0,63.0,72.5,NO,Islamorada
1973,12,6,0.0,76.0,62.0,69.0,NO,St. Marks
1973,12,7,0.0,70.0,55.0,62.5,NO,Tavares
1973,12,8,1.0,65.0,54.0,59.5,NO,New Port Richey
1973,12,9,0.0,63.0,49.0,56.0,NO,Everglades City
1973,12,10,0.0,64.0,47.0,55.5,NO,Jacksonville
1973,12,11,0.0,58.0,44.0,51.0,NO,South Pasadena
1973,12,12,0.0,63.0,32.0,47.5,NO,Sebastian
1973,12,13,0.0,74.0,33.0,53.5,NO,Fort Lauderdale
1973,12,14,0.11,76.0,54.0,65.0,NO,St. Lucie Village
1973,12,15,0.0,81.0,55.0,68.0,NO,Highland Park
1973,12,16,0.73,74.0,57.0,65.5,NO,Grant-Valkaria
1973,12,17,0.0,66.0,34.0,50.0,NO,Fort Pierce
1973,12,18,0.0,58.0,30.0,44.0,NO,Margate
1973,12,19,0.0,73.0,47.0,60.0,NO,Apalachicola
1973,12,20,0.3,74.0,52.0,63.0,NO,Eatonville
1973,12,21,0.0,69.0,49.0,59.0,NO,Flagler Beach
1973,12,22,0.0,52.0,30.0,41.0,NO,Howey-in-the-Hills
1973,12,23,0.0,65.0,35.0,50.0,NO,Stuart
1973,12,24,0.0,76.0,46.0,61.0,NO,Boca Raton
1973,12,25,0.0,77.0,56.0,66.5,NO,Boynton Beach
1973,12,26,0.06,81.0,63.0,72.0,NO,Noma
1973,12,27,0.0,81.0,64.0,72.5,NO,Jacob City
1973,12,28,0.48,75.0,58.0,66.5,NO,Oakland Park
1973,12,29,0.0,85.0,60.0,72.5,NO,Lauderhill
1973,12,30,0.0,83.0,58.0,70.5,NO,Leesburg
1973,12,31,0.0,84.0,58.0,71.0,NO,Pinellas Park
1974,1,1,0.0,84.0,63.0,73.5,NO,Miramar
1974,1,2,0.0,84.0,60.0,72.0,NO,Welaka
1974,1,3,0.0,81.0,63.0,72.0,NO,Largo
1974,1,4,0.0,82.0,61.0,71.5,NO,Auburndale
1974,1,5,0.17,78.0,61.0,69.5,NO,Lee
1974,1,6,0.0,81.0,55.0,68.0,NO,Center Hill
1974,1,7,0.0,83.0,63.0,73.0,NO,Marianna
1974,1,8,0.0,77.0,59.0,68.0,NO,Penney Farms
1974,1,9,0.0,83.0,58.0,70.5,NO,LaBelle
1974,1,10,0.0,83.0,60.0,71.5,NO,Webster
1974,1,11,0.0,86.0,61.0,73.5,NO,Mayo
1974,1,12,0.0,81.0,60.0,70.5,NO,Virginia Gardens
1974,1,13,0.0,74.0,62.0,68.0,NO,Glen St. Mary
1974,1,14,0.0,77.0,58.0,67.5,NO,Southwest Ranches
1974,1,15,0.0,81.0,55.0,68.0,NO,Grand Ridge
1974,1,16,0.0,83.0,62.0,72.5,NO,Ocean Breeze
1974,1,17,0.0,78.0,56.0,67.0,NO,Avon Park
1974,1,18,0.0,78.0,53.0,65.5,NO,Oak Hill
1974,1,19,0.0,75.0,60.0,67.5,NO,Haines City
1974,1,20,0.0,82.0,57.0,69.5,NO,Vernon
1974,1,21,0.0,84.0,61.0,72.5,NO,Bonifay
1974,1,22,0.0,82.0,60.0,71.0,NO,Bell
1974,1,23,0.0,84.0,57.0,70.5,NO,Bradenton Beach
1974,1,24,0.0,84.0,57.0,70.5,NO,Palm Shores
1974,1,25,0.0,85.0,60.0,72.5,NO,Atlantis
1974,1,26,0.0,84.0,61.0,72.5,NO,Bowling Green
1974,1,27,0.0,84.0,58.0,71.0,NO,Malone
1974,1,28,0.22,85.0,58.0,71.5,NO,Sanford
1974,1,29,0.0,85.0,60.0,72.5,NO,Eagle Lake
1974,1,30,0.0,85.0,63.0,74.0,NO,Estero
1974,1,31,0.0,81.0,61.0,71.0,NO,Hampton
1974,2,1,0.0,79.0,64.0,71.5,NO,Perry
1974,2,2,0.0,85.0,63.0,74.0,NO,Dunedin
1974,2,3,0.0,86.0,61.0,73.5,NO,Pinecrest
1974,2,4,0.0,78.0,60.0,69.0,NO,Ocoee
1974,2,5,0.0,72.0,41.0,56.5,NO,Lake City
1974,2,6,0.0,80.0,55.0,67.5,NO,Venice
1974,2,7,0.0,84.0,63.0,73.5,NO,Casselberry
1974,2,8,0.53,85.0,65.0,75.0,NO,Crestview
1974,2,9,0.0,73.0,46.0,59.5,NO,Worthington Springs
1974,2,10,0.0,64.0,32.0,48.0,NO,Belle Glade
1974,2,11,0.0,67.0,34.0,50.5,NO,Belleview
1974,2,12,0.0,72.0,38.0,55.0,NO,Sebring
1974,2,13,0.0,76.0,40.0,58.0,NO,Palm Coast
1974,2,14,0.0,80.0,40.0,60.0,NO,Mulberry
1974,2,15,0.0,80.0,50.0,65.0,NO,Hallandale Beach
1974,2,16,0.1,78.0,64.0,71.0,NO,Hollywood
1974,2,17,0.0,78.0,51.0,64.5,NO,Marineland
1974,2,18,0.0,75.0,45.0,60.0,NO,Coconut Creek
1974,2,19,0.0,84.0,54.0,69.0,NO,Lauderdale-by-the-Sea
1974,2,20,0.81,80.0,52.0,66.0,NO,Pomona Park
1974,2,21,0.0,84.0,61.0,72.5,NO,Lake Worth Beach
1974,2,22,0.0,86.0,65.0,75.5,NO,South Palm Beach
1974,2,23,0.0,76.0,44.0,60.0,NO,Gainesville
1974,2,24,0.0,75.0,51.0,63.0,NO,Lantana
1974,2,25,0.0,73.0,50.0,61.5,NO,Raiford
1974,2,26,0.0,56.0,31.0,43.5,NO,Key Colony Beach
1974,2,27,0.0,65.0,39.0,52.0,NO,Jupiter Inlet Colony
1974,2,28,0.0,75.0,42.0,58.5,NO,Palm Beach Shores
1974,2,29,0.15,81.62,62.84,72.26,NO,Winter Park
1974,3,1,0.0,78.0,45.0,61.5,NO,Freeport
1974,3,2,0.0,82.0,50.0,66.0,NO,Ocala
1974,3,3,0.0,81.0,48.0,64.5,NO,Dunnellon
1974,3,4,0.0,84.0,50.0,67.0,NO,Orange City
1974,3,5,0.0,85.0,53.0,69.0,NO,Okeechobee
1974,3,6,0.0,85.0,55.0,70.0,NO,Longboat Key
1974,3,7,0.0,85.0,56.0,70.5,NO,West Palm Beach
1974,3,8,0.0,88.0,59.0,73.5,NO,Westville
1974,3,9,0.0,85.0,59.0,72.0,NO,Tamarac
1974,3,10,0.0,89.0,58.0,73.5,NO,Havana
1974,3,11,0.0,89.0,57.0,73.0,NO,Fort Walton Beach
1974,3,12,0.0,88.0,58.0,73.0,NO,Panama City Beach
1974,3,13,0.0,81.0,57.0,69.0,NO,Cocoa
1974,3,14,0.0,77.0,51.0,64.0,NO,Glen Ridge
1974,3,15,0.0,77.0,62.0,69.5,NO,Archer
1974,3,16,0.0,82.0,68.0,75.0,NO,San Antonio
