YEAR,MONTH,DAY,PRECIPITATION,MAX TEMP,MIN TEMP,MEAN TEMP
1984,1,7,0,65,41,53
1984,1,8,0,56,44,50
1984,1,9,0,57,45,51
1984,1,10,0,68,47,57.5
1984,1,11,0.28,70,57,63.5
1984,1,12,0,58,45,51.5
1984,1,13,0.06,54,45,49.5
1984,1,14,0,57,51,54
1984,1,15,0,54,50,52
1984,1,16,0,57,53,55
1984,1,17,0,59,53,56
1984,1,18,0,65,57,61
1984,1,19,0.31,83,64,73.5
1984,1,20,0,70,50,60
1984,1,21,0.73,49,44,46.5
1984,1,22,0,55,47,51
1984,1,23,0.02,63,55,59
1984,1,24,0,69,61,65
1984,1,25,0,71,61,66
1984,1,26,0,66,63,64.5
1984,1,27,0,72,63,67.5
1984,1,28,0.05,78,54,66
1984,1,29,0,55,48,51.5
1984,1,30,0,61,44,52.5
1984,1,31,0,60,43,51.5
1984,2,1,0,41,39,40
1984,2,2,0,52,40,46
1984,2,3,0.04,70,51,60.5
1984,2,4,0,62,53,57.5
1984,2,5,0,71,47,59
1984,2,6,0,53,47,50
1984,2,7,0,-99.9,34,-99.9
1984,2,8,0,41,37,39
1984,2,9,0,51,41,46
1984,2,10,0,64,45,54.5
1984,2,11,0,71,47,59
1984,2,12,0.02,65,53,59
1984,2,13,0.95,65,64,64.5
1984,2,14,1.11,72,61,66.5
1984,2,15,0,75,51,63
1984,2,16,0,74,53,63.5
1984,2,17,0,76,49,62.5
1984,2,18,0,76,51,63.5
1984,2,19,0,80,53,66.5
1984,2,20,0,79,58,68.5
1984,2,21,0,84,63,73.5
1984,2,22,0.95,71,62,66.5
1984,2,23,0.21,72,60,66
1984,2,24,0,78,48,63
1984,2,25,0,77,47,62
1984,2,26,0,80,47,63.5
1984,2,27,0,74,49,61.5
1984,2,28,0.44,75,56,65.5
1984,2,29,0,-99.9,38,-99.9
1984,3,1,0,63,34,48.5
1984,3,2,0,62,31,46.5
1984,3,3,0,74,31,52.5
1984,3,4,0,70,47,58.5
1984,3,5,0,79,48,63.5
1984,3,6,0,80,65,72.5
1984,3,7,0.05,78,49,63.5
1984,3,8,0,74,46,60
1984,3,9,0,67,35,51
1984,3,10,0,69,39,54
1984,3,11,0,72,58,65
1984,3,12,0,68,58,63
1984,3,13,0.28,76,65,70.5
1984,3,14,0,88,64,76
1984,3,15,0,78,62,70
1984,3,16,0,79,57,68
1984,3,17,0,79,55,67
1984,3,18,0.02,80,57,68.5
1984,3,19,0,84,59,71.5
1984,3,20,0,82,60,71
1984,3,21,0.15,81,54,67.5
1984,3,22,0,82,47,64.5
1984,3,23,0,82,51,66.5
1984,3,24,0,74,58,66
1984,3,25,0.09,79,65,72
1984,3,26,0,84,60,72
1984,3,27,0.18,86,60,73
1984,3,28,0,76,63,69.5
1984,3,29,0,87,62,74.5
1984,3,30,0,78,48,63
1984,3,31,0,78,50,64
1984,4,1,0,72,49,60.5
1984,4,2,0,76,49,62.5
1984,4,3,0,78,59,68.5
1984,4,4,1.27,80,66,73
1984,4,5,1.96,80,53,66.5
1984,4,6,0,77,49,63
1984,4,7,0,78,52,65
1984,4,8,0,85,54,69.5
1984,4,9,0,80,62,71
1984,4,10,0.35,75,65,70
1984,4,11,0,80,60,70
1984,4,12,0,80,57,68.5
1984,4,13,0,82,63,72.5
1984,4,14,0.21,84,63,73.5
1984,4,15,1.24,86,59,72.5
1984,4,16,0.04,76,55,65.5
1984,4,17,0,76,54,65
1984,4,18,0,76,50,63
1984,4,19,0,82,49,65.5
1984,4,20,0,80,56,68
1984,4,21,0,82,58,70
1984,4,22,0,82,65,73.5
1984,4,23,0,86,70,78
1984,4,24,0.06,85,60,72.5
1984,4,25,0,84,53,68.5
1984,4,26,0,82,59,70.5
1984,4,27,0,84,60,72
1984,4,28,0,84,62,73
1984,4,29,0,90,62,76
1984,4,30,0,86,64,75
1984,5,1,0,86,67,76.5
1984,5,2,0,92,67,79.5
1984,5,3,0,88,67,77.5
1984,5,4,0,91,69,80
1984,5,5,0,92,65,78.5
1984,5,6,1.57,88,68,78
1984,5,7,0,91,71,81
1984,5,8,0,88,69,78.5
1984,5,9,2.01,89,61,75
1984,5,10,0,74,57,65.5
1984,5,11,0,76,59,67.5
1984,5,12,0,80,62,71
1984,5,13,0,82,61,71.5
1984,5,14,0,83,64,73.5
1984,5,15,0,90,67,78.5
1984,5,16,0,84,68,76
1984,5,17,0,79,68,73.5
1984,5,18,0,77,66,71.5
1984,5,19,0,78,56,67
1984,5,20,0,81,58,69.5
1984,5,21,0,83,64,73.5
1984,5,22,0,88,70,79
1984,5,23,0.08,86,75,80.5
1984,5,24,1.75,86,67,76.5
1984,5,25,0.02,83,66,74.5
1984,5,26,0.06,82,69,75.5
1984,5,27,0.22,78,69,73.5
1984,5,28,0.02,84,74,79
1984,5,29,0.05,85,75,80
1984,5,30,0.3,82,72,77
1984,5,31,0,79,62,70.5
1984,6,1,0,75,56,65.5
1984,6,2,0,79,56,67.5
1984,6,3,0,84,56,70
1984,6,4,0,90,62,76
1984,6,5,0,90,63,76.5
1984,6,6,0,94,62,78
1984,6,7,0,86,69,77.5
1984,6,8,0,88,72,80
1984,6,9,0,88,70,79
1984,6,10,0,85,66,75.5
1984,6,11,0,86,69,77.5
1984,6,12,0,86,66,76
1984,6,13,0,87,70,78.5
1984,6,14,0.1,88,70,79
1984,6,15,0.32,85,70,77.5
1984,6,16,0,88,74,81
1984,6,17,0.27,84,73,78.5
1984,6,18,2.08,83,70,76.5
1984,6,19,0,91,71,81
1984,6,20,0,90,72,81
1984,6,21,0,91,72,81.5
1984,6,22,0.05,94,73,83.5
1984,6,23,1.8,86,71,78.5
1984,6,24,0.03,91,72,81.5
1984,6,25,0,86,72,79
1984,6,26,0.62,91,69,80
1984,6,27,0,99,69,84
1984,6,28,0,84,70,77
1984,6,29,0,93,70,81.5
1984,6,30,0.29,85,70,77.5
1984,7,1,0.33,91,70,80.5
1984,7,2,4.18,91,70,80.5
1984,7,3,0.04,89,71,80
1984,7,4,2.58,89,66,77.5
1984,7,5,0.07,86,67,76.5
1984,7,6,0,85,70,77.5
1984,7,7,0,86,70,78
1984,7,8,0,89,72,80.5
1984,7,9,0,90,71,80.5
1984,7,10,0,90,73,81.5
1984,7,11,0,88,70,79
1984,7,12,0,90,71,80.5
1984,7,13,0,91,71,81
1984,7,14,0,92,70,81
1984,7,15,0,90,71,80.5
1984,7,16,0,88,71,79.5
1984,7,17,0,89,73,81
1984,7,18,0,92,73,82.5
1984,7,19,0,98,70,84
1984,7,20,0,90,70,80
1984,7,21,0.42,87,72,79.5
1984,7,22,0.17,85,70,77.5
1984,7,23,0,87,70,78.5
1984,7,24,0.64,85,72,78.5
1984,7,25,0,88,74,81
1984,7,26,0.03,87,77,82
1984,7,27,0.06,88,72,80
1984,7,28,0,90,77,83.5
1984,7,29,0,91,76,83.5
1984,7,30,0,90,71,80.5
1984,7,31,0.24,86,70,78
1984,8,1,0,80,64,72
1984,8,2,0.17,88,74,81
1984,8,3,0,91,64,77.5
1984,8,4,0,91,78,84.5
1984,8,5,0.02,91,74,82.5
1984,8,6,0,91,73,82
1984,8,7,0,88,75,81.5
1984,8,8,0,94,73,83.5
1984,8,9,0,94,74,84
1984,8,10,0,95,73,84
1984,8,11,0,96,72,84
1984,8,12,0,96,73,84.5
1984,8,13,0.81,94,70,82
1984,8,14,0,93,70,81.5
1984,8,15,0,94,70,82
1984,8,16,0,93,72,82.5
1984,8,17,0,94,72,83
1984,8,18,0.62,96,70,83
1984,8,19,2.82,92,68,80
1984,8,20,0.4,92,71,81.5
1984,8,21,0.39,90,71,80.5
1984,8,22,0.7,83,68,75.5
1984,8,23,0,87,66,76.5
1984,8,24,0,86,66,76
1984,8,25,0,90,68,79
1984,8,26,0.43,88,71,79.5
1984,8,27,0,86,72,79
1984,8,28,0,85,69,77
1984,8,29,0,84,68,76
1984,8,30,0,88,67,77.5
1984,8,31,0,90,66,78
1984,9,1,0,92,71,81.5
1984,9,2,0,92,73,82.5
1984,9,3,0,88,70,79
1984,9,4,0,89,70,79.5
1984,9,5,0,91,70,80.5
1984,9,6,1.55,88,69,78.5
1984,9,7,0.92,83,68,75.5
1984,9,8,0,82,67,74.5
1984,9,9,0.4,81,65,73
1984,9,10,0.26,78,70,74
1984,9,11,0,86,70,78
1984,9,12,0,92,70,81
1984,9,13,0,91,71,81
1984,9,14,0,90,72,81
1984,9,15,0,89,71,80
1984,9,16,0,89,69,79
1984,9,17,0,82,70,76
1984,9,18,0.03,87,69,78
1984,9,19,0.77,82,72,77
1984,9,20,0.14,86,71,78.5
1984,9,21,0,84,74,79
1984,9,22,0,83,75,79
1984,9,23,0,86,74,80
1984,9,24,0,85,74,79.5
1984,9,25,0,83,73,78
1984,9,26,0,83,76,79.5
1984,9,27,0.04,83,75,79
1984,9,28,2.4,82,77,79.5
1984,9,29,0,87,69,78
1984,9,30,0,85,68,76.5
1984,10,1,0,79,67,73
1984,10,2,0,77,58,67.5
1984,10,3,0,76,58,67
1984,10,4,0,78,57,67.5
1984,10,5,0,80,64,72
1984,10,6,0,82,63,72.5
1984,10,7,0,82,72,77
1984,10,8,0.02,82,68,75
1984,10,9,0,81,71,76
1984,10,10,0.08,82,70,76
1984,10,11,0.01,82,67,74.5
1984,10,12,0,81,68,74.5
1984,10,13,0,81,62,71.5
1984,10,14,0,80,59,69.5
1984,10,15,0,87,60,73.5
1984,10,16,0,85,59,72
1984,10,17,0,87,58,72.5
1984,10,18,0,85,58,71.5
1984,10,19,0,85,57,71
1984,10,20,0,85,73,79
1984,10,21,0.04,85,71,78
1984,10,22,0.07,85,73,79
1984,10,23,0,84,72,78
1984,10,24,0,82,71,76.5
1984,10,25,0.09,82,70,76
1984,10,26,0.21,83,70,76.5
1984,10,27,0,86,71,78.5
1984,10,28,0,86,69,77.5
1984,10,29,0,86,73,79.5
1984,10,30,0,83,70,76.5
1984,10,31,0,82,74,78
1984,11,1,0,82,74,78
1984,11,2,0.05,82,72,77
1984,11,3,0.77,80,69,74.5
1984,11,4,0.82,78,67,72.5
1984,11,5,0.02,84,66,75
1984,11,6,0.01,84,59,71.5
1984,11,7,0,70,51,60.5
1984,11,8,0,69,52,60.5
1984,11,9,0,72,53,62.5
1984,11,10,0,75,54,64.5
1984,11,11,0,78,53,65.5
1984,11,12,0,81,45,63
1984,11,13,0,65,45,55
1984,11,14,0,65,39,52
1984,11,15,0,72,47,59.5
1984,11,16,0,77,52,64.5
1984,11,17,0,78,53,65.5
1984,11,18,0,75,56,65.5
1984,11,19,0,80,58,69
1984,11,20,0,86,57,71.5
1984,11,21,0,74,57,65.5
1984,11,22,0.62,73,59,66
1984,11,23,2.1,65,59,62
1984,11,24,0.87,69,53,61
1984,11,25,0.05,71,60,65.5
1984,11,26,0,75,56,65.5
1984,11,27,0,76,59,67.5
1984,11,28,0,78,62,70
1984,11,29,0.09,80,54,67
1984,11,30,0,64,46,55
1984,12,1,0.03,71,50,60.5
1984,12,2,0,79,58,68.5
1984,12,3,0,80,62,71
1984,12,4,0,75,62,68.5
1984,12,5,0,77,64,70.5
1984,12,6,0,83,64,73.5
1984,12,7,0.12,73,36,54.5
1984,12,8,0,52,36,44
1984,12,9,0,61,31,46
1984,12,10,0,64,33,48.5
1984,12,11,0,69,43,56
1984,12,12,0,75,50,62.5
1984,12,13,0,72,44,58
1984,12,14,0,74,50,62
1984,12,15,0,75,50,62.5
1984,12,16,0,76,49,62.5
1984,12,17,0,76,59,67.5
1984,12,18,0,73,62,67.5
1984,12,19,0,71,59,65
1984,12,20,0,77,56,66.5
1984,12,21,0.04,79,56,67.5
1984,12,22,0,80,59,69.5
1984,12,23,0,81,56,68.5
1984,12,24,0,78,58,68
1984,12,25,0,84,57,70.5
1984,12,26,0.09,77,65,71
1984,12,27,0,78,66,72
1984,12,28,0.05,80,65,72.5
1984,12,29,0,80,60,70
1984,12,30,0,80,57,68.5
1984,12,31,0,80,57,68.5
1985,1,1,0,79,56,67.5
1985,1,2,0.03,80,66,73
1985,1,3,0,76,63,69.5
1985,1,4,0.05,79,63,71
1985,1,5,0,-99.9,41,-99.9
1985,1,6,0,56,38,47
1985,1,7,0,64,36,50
1985,1,8,0,69,38,53.5
1985,1,9,0,66,37,51.5
1985,1,10,0,68,37,52.5
1985,1,11,0,75,45,60
1985,1,12,0,78,43,60.5
1985,1,13,0,50,38,44
1985,1,14,0,50,40,45
1985,1,15,0.04,50,39,44.5
1985,1,16,0,61,30,45.5
1985,1,17,0,67,36,51.5
1985,1,18,0.03,81,55,68
1985,1,19,0.1,67,44,55.5
1985,1,20,0,68,38,53
1985,1,21,0,74,21,47.5
1985,1,22,0,39,19,29
1985,1,23,0,49,21,35
1985,1,24,0,58,29,43.5
1985,1,25,0.04,69,34,51.5
1985,1,26,0,71,46,58.5
1985,1,27,0,48,35,41.5
1985,1,28,0,63,37,50
1985,1,29,0,78,45,61.5
1985,1,30,0,62,38,50
1985,1,31,0,70,46,58
1985,2,1,0,85,59,72
1985,2,2,0,86,59,72.5
1985,2,3,0,87,63,75
1985,2,4,0,75,59,67
1985,2,5,0,66,57,61.5
1985,2,6,0,84,57,70.5
1985,2,7,0.57,81,55,68
1985,2,8,0.16,63,42,52.5
1985,2,9,0.02,55,37,46
1985,2,10,0,63,37,50
1985,2,11,0,67,43,55
1985,2,12,0.16,71,47,59
1985,2,13,0,56,33,44.5
1985,2,14,0,58,35,46.5
1985,2,15,0.07,60,39,49.5
1985,2,16,0,54,31,42.5
1985,2,17,0,61,33,47
1985,2,18,0,72,37,54.5
1985,2,19,0,71,52,61.5
1985,2,20,0,75,53,64
1985,2,21,0,77,55,66
1985,2,22,0,74,64,69
1985,2,23,0,76,56,66
1985,2,24,0,79,59,69
1985,2,25,0,79,54,66.5
1985,2,26,0,79,54,66.5
1985,2,27,0,81,58,69.5
1985,2,28,0,85,59,72
1985,2,29,-99.99,-99.9,-99.9,-99.9
1985,3,1,0,76,56,66
1985,3,2,0,82,58,70
1985,3,3,0,82,57,69.5
1985,3,4,0,74,57,65.5
1985,3,5,0,80,57,68.5
1985,3,6,0,82,61,71.5
1985,3,7,0,75,60,67.5
1985,3,8,0,72,61,66.5
1985,3,9,0,77,56,66.5
1985,3,10,0,81,56,68.5
1985,3,11,0,77,59,68
1985,3,12,0,81,59,70
1985,3,13,0,85,60,72.5
1985,3,14,0,86,58,72
1985,3,15,1.41,81,58,69.5
1985,3,16,0.04,81,67,74
1985,3,17,0,81,67,74
1985,3,18,0.14,76,48,62
1985,3,19,0,61,42,51.5
1985,3,20,0,63,45,54
1985,3,21,0,74,53,63.5
1985,3,22,2.38,71,62,66.5
1985,3,23,0,83,54,68.5
1985,3,24,0,77,53,65
1985,3,25,0,83,55,69
1985,3,26,0,73,57,65
1985,3,27,0,73,51,62
1985,3,28,0,76,55,65.5
1985,3,29,0,80,54,67
1985,3,30,0,81,54,67.5
1985,3,31,0,81,60,70.5
1985,4,1,0,86,63,74.5
1985,4,2,0.04,82,55,68.5
1985,4,3,0,76,52,64
1985,4,4,0,69,52,60.5
1985,4,5,0,70,51,60.5
1985,4,6,0,80,59,69.5
1985,4,7,0.26,82,61,71.5
1985,4,8,0.05,77,61,69
1985,4,9,0,76,56,66
1985,4,10,0,68,58,63
1985,4,11,0,72,63,67.5
1985,4,12,0,77,66,71.5
1985,4,13,1.42,73,66,69.5
1985,4,14,1.77,75,64,69.5
1985,4,15,0.07,74,63,68.5
1985,4,16,0.1,72,61,66.5
1985,4,17,0,72,60,66
1985,4,18,0,84,59,71.5
1985,4,19,0,79,66,72.5
1985,4,20,0,79,65,72
1985,4,21,0.03,79,57,68
1985,4,22,0,78,65,71.5
1985,4,23,0,81,67,74
1985,4,24,0,83,65,74
1985,4,25,0,85,62,73.5
1985,4,26,0,86,63,74.5
1985,4,27,0,88,62,75
1985,4,28,0,91,65,78
1985,4,29,0,91,66,78.5
1985,4,30,0,86,70,78
1985,5,1,0.05,80,66,73
1985,5,2,0,81,61,71
1985,5,3,0,84,61,72.5
1985,5,4,0.12,86,60,73
1985,5,5,0.56,79,61,70
1985,5,6,0,79,59,69
1985,5,7,0,80,59,69.5
1985,5,8,0,86,61,73.5
1985,5,9,0,85,62,73.5
1985,5,10,0,85,63,74
1985,5,11,0,84,63,73.5
1985,5,12,0,82,66,74
1985,5,13,0,83,66,74.5
1985,5,14,0,83,67,75
1985,5,15,0,83,66,74.5
1985,5,16,0,85,67,76
1985,5,17,0.53,91,63,77
1985,5,18,0,91,61,76
1985,5,19,0,87,61,74
1985,5,20,0,86,62,74
1985,5,21,1.09,86,68,77
1985,5,22,0,93,69,81
1985,5,23,0.42,93,69,81
1985,5,24,0.22,91,67,79
1985,5,25,0.29,86,68,77
1985,5,26,0.2,83,68,75.5
1985,5,27,0,82,64,73
1985,5,28,0,84,64,74
1985,5,29,0,86,66,76
1985,5,30,0,88,66,77
1985,5,31,0,87,65,76
1985,6,1,0,94,70,82
1985,6,2,0,97,68,82.5
1985,6,3,0,96,68,82
1985,6,4,0,99,71,85
1985,6,5,0,103,72,87.5
1985,6,6,0,89,71,80
1985,6,7,0,89,73,81
1985,6,8,0,93,75,84
1985,6,9,0,96,72,84
1985,6,10,0,94,70,82
1985,6,11,0,92,71,81.5
1985,6,12,1.8,94,76,85
1985,6,13,2.3,92,69,80.5
1985,6,14,0.26,88,71,79.5
1985,6,15,0.28,78,69,73.5
1985,6,16,0.12,82,69,75.5
1985,6,17,0.94,91,68,79.5
1985,6,18,0,92,69,80.5
1985,6,19,0,96,73,84.5
1985,6,20,0.75,94,71,82.5
1985,6,21,0.1,86,74,80
1985,6,22,0.31,86,74,80
1985,6,23,0,87,74,80.5
1985,6,24,0,86,77,81.5
1985,6,25,0.03,84,71,77.5
1985,6,26,0.05,87,70,78.5
1985,6,27,0,88,71,79.5
1985,6,28,0,89,72,80.5
1985,6,29,1,88,71,79.5
1985,6,30,0.28,88,71,79.5
1985,7,1,0.04,91,70,80.5
1985,7,2,0,91,73,82
1985,7,3,0,89,70,79.5
1985,7,4,0,90,71,80.5
1985,7,5,0,90,73,81.5
1985,7,6,0.15,90,70,80
1985,7,7,0.02,94,70,82
1985,7,8,0.11,93,70,81.5
1985,7,9,0,91,72,81.5
1985,7,10,0,92,74,83
1985,7,11,0,93,73,83
1985,7,12,0,95,70,82.5
1985,7,13,0.12,91,66,78.5
1985,7,14,0,88,66,77
1985,7,15,0.07,89,66,77.5
1985,7,16,0.42,91,70,80.5
1985,7,17,1.1,92,70,81
1985,7,18,1.16,92,70,81
1985,7,19,2,87,68,77.5
1985,7,20,1.23,87,70,78.5
1985,7,21,1.22,87,70,78.5
1985,7,22,0,89,69,79
1985,7,23,0,89,72,80.5
1985,7,24,0.25,85,73,79
1985,7,25,0.14,80,72,76
1985,7,26,0,89,74,81.5
1985,7,27,0,90,74,82
1985,7,28,0,89,73,81
1985,7,29,0,90,73,81.5
1985,7,30,0,90,73,81.5
1985,7,31,0,91,71,81
1985,8,1,0,91,70,80.5
1985,8,2,0,95,73,84
1985,8,3,0.05,87,74,80.5
1985,8,4,0.6,87,75,81
1985,8,5,0,86,79,82.5
1985,8,6,0,89,74,81.5
1985,8,7,0,90,74,82
1985,8,8,0.09,91,71,81
1985,8,9,0.18,91,72,81.5
1985,8,10,0.04,86,73,79.5
1985,8,11,0.81,87,71,79
1985,8,12,0.16,91,70,80.5
1985,8,13,0,91,74,82.5
1985,8,14,0.57,88,73,80.5
1985,8,15,0.39,85,73,79
1985,8,16,0.34,90,76,83
1985,8,17,0,89,74,81.5
1985,8,18,0.02,90,73,81.5
1985,8,19,0.9,94,70,82
1985,8,20,0.2,94,72,83
1985,8,21,0.22,92,71,81.5
1985,8,22,3.05,90,66,78
1985,8,23,0,90,70,80
1985,8,24,0,91,68,79.5
1985,8,25,0.49,89,64,76.5
1985,8,26,0,92,64,78
1985,8,27,0.06,90,73,81.5
1985,8,28,0.7,84,73,78.5
1985,8,29,0.03,87,78,82.5
1985,8,30,0.66,87,74,80.5
1985,8,31,0.02,88,76,82
1985,9,1,0.76,83,68,75.5
1985,9,2,0.32,83,66,74.5
1985,9,3,0.15,88,76,82
1985,9,4,0,88,74,81
1985,9,5,0.35,86,73,79.5
1985,9,6,0,88,71,79.5
1985,9,7,0,88,72,80
1985,9,8,0,87,71,79
1985,9,9,0,88,71,79.5
1985,9,10,0,88,73,80.5
1985,9,11,0,90,71,80.5
1985,9,12,0,91,72,81.5
1985,9,13,0,90,70,80
1985,9,14,1.07,88,71,79.5
1985,9,15,0.5,80,71,75.5
1985,9,16,0.06,83,75,79
1985,9,17,0.13,83,69,76
1985,9,18,0.3,81,68,74.5
1985,9,19,0.35,83,70,76.5
1985,9,20,1.49,77,71,74
1985,9,21,0.91,80,70,75
1985,9,22,0,83,69,76
1985,9,23,0,86,69,77.5
1985,9,24,0,86,71,78.5
1985,9,25,0,87,72,79.5
1985,9,26,0,85,73,79
1985,9,27,0,87,72,79.5
1985,9,28,0.07,90,72,81
1985,9,29,0.56,84,69,76.5
1985,9,30,0.85,85,69,77
1985,10,1,0,86,75,80.5
1985,10,2,0.19,86,73,79.5
1985,10,3,0.38,86,76,81
1985,10,4,0,88,74,81
1985,10,5,0.07,92,73,82.5
1985,10,6,0.34,90,64,77
1985,10,7,0,80,62,71
1985,10,8,0,80,63,71.5
1985,10,9,0,85,75,80
1985,10,10,0.1,83,73,78
1985,10,11,0.09,87,71,79
1985,10,12,0,91,71,81
1985,10,13,0,91,71,81
1985,10,14,0,86,69,77.5
1985,10,15,0,88,68,78
1985,10,16,0,87,70,78.5
1985,10,17,0.07,86,70,78
1985,10,18,0.06,86,76,81
1985,10,19,0.17,85,73,79
1985,10,20,0,86,74,80
1985,10,21,0.03,87,72,79.5
1985,10,22,0,86,72,79
1985,10,23,0.04,86,73,79.5
1985,10,24,0,86,73,79.5
1985,10,25,0,85,74,79.5
1985,10,26,0.02,85,75,80
1985,10,27,0.48,83,73,78
1985,10,28,0.63,81,73,77
1985,10,29,0.26,87,73,80
1985,10,30,1.07,87,67,77
1985,10,31,0.09,86,68,77
1985,11,1,0.43,86,68,77
1985,11,2,0,85,62,73.5
1985,11,3,0,80,62,71
1985,11,4,0.66,87,60,73.5
1985,11,5,0,73,47,60
1985,11,6,0,70,44,57
1985,11,7,0,71,46,58.5
1985,11,8,0,75,47,61
1985,11,9,0,76,60,68
1985,11,10,0.89,77,62,69.5
1985,11,11,0.46,81,62,71.5
1985,11,12,0.83,80,65,72.5
1985,11,13,0.16,81,66,73.5
1985,11,14,0.17,83,67,75
1985,11,15,0,83,66,74.5
1985,11,16,0,83,63,73
1985,11,17,0,83,62,72.5
1985,11,18,0,74,57,65.5
1985,11,19,0.03,81,73,77
1985,11,20,0.15,82,75,78.5
1985,11,21,0,83,75,79
1985,11,22,0,83,74,78.5
1985,11,23,0,80,68,74
1985,11,24,0,78,67,72.5
1985,11,25,0,79,71,75
1985,11,26,0,80,63,71.5
1985,11,27,0,82,61,71.5
1985,11,28,0,82,60,71
1985,11,29,0,83,64,73.5
1985,11,30,0,85,69,77
1985,12,1,0,84,68,76
1985,12,2,0,85,67,76
1985,12,3,0.12,84,48,66
1985,12,4,0,68,48,58
1985,12,5,0,72,62,67
1985,12,6,1.52,74,56,65
1985,12,7,0.02,67,50,58.5
1985,12,8,0,68,50,59
1985,12,9,0,73,62,67.5
1985,12,10,0,72,61,66.5
1985,12,11,0,80,58,69
1985,12,12,0,78,60,69
1985,12,13,0,82,60,71
1985,12,14,0.62,83,63,73
1985,12,15,0.02,63,38,50.5
1985,12,16,0,64,39,51.5
1985,12,17,0.03,61,47,54
1985,12,18,0.07,60,48,54
1985,12,19,0,66,49,57.5
1985,12,20,0,65,44,54.5
1985,12,21,0,66,44,55
1985,12,22,0,59,36,47.5
1985,12,23,0,57,38,47.5
1985,12,24,0,-99.9,42,-99.9
1985,12,25,0.21,76,47,61.5
1985,12,26,0,57,25,41
1985,12,27,0,45,25,35
1985,12,28,0,57,28,42.5
1985,12,29,0,68,42,55
1985,12,30,0,72,42,57
1985,12,31,0,60,37,48.5
1986,1,1,1.11,72,37,54.5
1986,1,2,0.3,75,56,65.5
1986,1,3,0.04,77,57,67
1986,1,4,0,76,59,67.5
1986,1,5,0,82,58,70
1986,1,6,0.21,66,41,53.5
1986,1,7,0,68,41,54.5
1986,1,8,0.23,68,59,63.5
1986,1,9,0.1,66,59,62.5
1986,1,10,1.87,68,64,66
1986,1,11,0.76,78,56,67
1986,1,12,0,60,47,53.5
1986,1,13,0,67,44,55.5
1986,1,14,0,66,40,53
1986,1,15,0,63,40,51.5
1986,1,16,0,64,44,54
1986,1,17,0,71,55,63
1986,1,18,0,75,58,66.5
1986,1,19,0.09,72,57,64.5
1986,1,20,0,75,46,60.5
1986,1,21,0,67,39,53
1986,1,22,0,66,45,55.5
1986,1,23,0,71,46,58.5
1986,1,24,0,75,53,64
1986,1,25,0.17,68,53,60.5
1986,1,26,0.03,75,51,63
1986,1,27,0.1,68,35,51.5
1986,1,28,0,56,24,40
1986,1,29,0,46,25,35.5
1986,1,30,0,64,28,46
1986,1,31,0,65,48,56.5
1986,2,1,0,66,48,57
1986,2,2,0,74,48,61
1986,2,3,0,70,50,60
1986,2,4,0,76,50,63
1986,2,5,0,77,54,65.5
1986,2,6,0,85,60,72.5
1986,2,7,0,84,60,72
1986,2,8,0.17,81,62,71.5
1986,2,9,1.23,72,58,65
1986,2,10,0.02,75,60,67.5
1986,2,11,0,86,65,75.5
1986,2,12,0.27,75,50,62.5
1986,2,13,0.02,57,38,47.5
1986,2,14,0,52,39,45.5
1986,2,15,0,68,42,55
1986,2,16,0,73,45,59
1986,2,17,0,73,45,59
1986,2,18,0.1,80,53,66.5
1986,2,19,0.02,76,57,66.5
1986,2,20,0,83,58,70.5
1986,2,21,0,84,57,70.5
1986,2,22,0,82,59,70.5
1986,2,23,0,84,63,73.5
1986,2,24,0.03,71,56,63.5
1986,2,25,0,75,55,65
1986,2,26,0,62,40,51
1986,2,27,0,67,40,53.5
1986,2,28,0.3,69,52,60.5
1986,2,29,-99.99,-99.9,-99.9,-99.9
1986,3,1,0.03,-99.9,41,-99.9
1986,3,2,0,56,33,44.5
1986,3,3,0,61,33,47
1986,3,4,0,73,39,56
1986,3,5,0.08,76,44,60
1986,3,6,0,60,36,48
1986,3,7,0,74,36,55
1986,3,8,0,74,43,58.5
1986,3,9,0,75,48,61.5
1986,3,10,0.03,77,55,66
1986,3,11,0,76,64,70
1986,3,12,0,87,65,76
1986,3,13,0,83,65,74
1986,3,14,0,83,70,76.5
1986,3,15,0.38,81,72,76.5
1986,3,16,0.83,79,64,71.5
1986,3,17,0.05,74,61,67.5
1986,3,18,0,75,62,68.5
1986,3,19,0,80,68,74
1986,3,20,0.07,81,69,75
1986,3,21,0.2,88,48,68
1986,3,22,0.02,65,46,55.5
1986,3,23,0,63,41,52
1986,3,24,0,66,40,53
1986,3,25,0,73,51,62
1986,3,26,0,71,61,66
1986,3,27,0,78,65,71.5
1986,3,28,0.14,74,61,67.5
1986,3,29,0,68,58,63
1986,3,30,0,74,67,70.5
1986,3,31,0,72,56,64
1986,4,1,0,76,54,65
1986,4,2,0,76,56,66
1986,4,3,0,83,55,69
1986,4,4,0,82,59,70.5
1986,4,5,0,83,69,76
1986,4,6,0,83,59,71
1986,4,7,0,84,58,71
1986,4,8,0,83,59,71
1986,4,9,0,86,59,72.5
1986,4,10,0.28,79,51,65
1986,4,11,0,75,53,64
1986,4,12,0,79,57,68
1986,4,13,0.31,80,67,73.5
1986,4,14,0.02,78,50,64
1986,4,15,0,77,56,66.5
1986,4,16,0,83,59,71
1986,4,17,0,83,53,68
1986,4,18,0,77,50,63.5
